amount,drivetrain,payment_year,disadvantaged,publicorprivate,grossvehicleweight,manufacturer,vocationaluse,infrastructure,county,assemblydistrict,senatedistrict,air_district,censustract,fleetzipcode
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037541603,ZIP Code 90222
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Lion Electric Co. USA,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037294830,ZIP Code 90744
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Santa Clara County,Assembly District 30,Senate District 17,Bay Area AQMD,Tract 06085512602,ZIP Code 95020
120000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Santa Clara County,Assembly District 30,Senate District 17,Bay Area AQMD,Tract 06085512602,ZIP Code 95020
120000,ZEV-BEV,UnRedeemed,No,Private,"33,001 and up",Peterbilt,Truck - Tractor,No,Santa Clara County,Assembly District 24,Senate District 13,Bay Area AQMD,Tract 06085509201,ZIP Code 94043
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543305,ZIP Code 90221
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532303,ZIP Code 90040
132000,ZEV-BEV,UnRedeemed,Yes,Public,"33,001 and up",Freightliner,Truck - Tractor,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071001803,ZIP Code 91761
132000,ZEV-BEV,UnRedeemed,Yes,Public,"33,001 and up",Freightliner,Truck - Tractor,No,San Bernardino County,Assembly District 52,Senate District 20,South Coast AQMD,Tract 06071001803,ZIP Code 91761
132000,ZEV-BEV,UnRedeemed,Yes,Public,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 48,Senate District 22,South Coast AQMD,Tract 06037404600,ZIP Code 91706
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 57,Senate District 32,South Coast AQMD,Tract 06037503902,ZIP Code 90638
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
162000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037980014,ZIP Code 90744
